AtcoCode,PlateCode,CommonName,CommonNameGA,ShortCommonName,ShortCommonNameGA,Street,NptgLocalityRef,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,isActive
7010PB003857,,Ballymagrorty,B Mhic Robhartaigh,Ballymagrorty,B Mhic Robhartaigh,,E0701003,641057,920841,55.0334043,-7.3577718,BCT,CUS,OTH,NW,,701,TRUE
7010PB003858,,Coshquin,,,,,E0701003,641054,920860,55.0335753,-7.3578159,BCT,CUS,OTH,N,,701,TRUE
7010PB003859,,Culmore Point,,,,Culmore Road,E0701003,646370,922263,55.0457123,-7.2744401,BCT,CUS,OTH,N,,701,TRUE
7010PB003860,,Culmore Point,,,,Culmore Road,E0701003,646379,922262,55.0457025,-7.2742994,BCT,CUS,OTH,N,,701,TRUE
7010B158131,158131,Ulsterbus Depot,Busáras Ulsterbus,Ulsterbus Depot,Busáras Ulsterbus,,E0701001,643648,916772,54.9966288,-7.3178663,BCT,MKD,OTH,N,,701,TRUE
701000002,,Patrick Street,Sráid Phádraig,Patrick Street,Sráid Phádraig,,E0701001,643337,917142,54.9999799,-7.3226703,BCT,MKD,OTH,N,,701,TRUE
701000001,,Water Street,Sráid an Uisce,Water Street,Sráid an Uisce,,E0701001,643683,916710,54.9960687,-7.3173289,BCT,CUS,OTH,N,,701,TRUE
701000004,,Dungiven,Dún Geimhin,Dungiven,Dún Geimhin,,E0701001,669220,909127,54.9250579,-6.9201336,BCT,MKD,OTH,S,,701,TRUE
701000005,,Dungiven,Dún Geimhin,Dungiven,Dún Geimhin,,E0701001,669288,909066,54.9245005,-6.9190877,BCT,MKD,OTH,N,,701,TRUE
701000003,,Guild Hall,Halla Guild,Guild Hall,Halla Guild,,E0701001,643562,916870,54.9975167,-7.3191953,BCT,MKD,OTH,N,,701,TRUE
7010B158241,158241,Magee Campus,Campas Mhig Aoidh,Magee Campus,Campas Mhig Aoidh,,E0701001,643389,917643,55.0044763,-7.3217817,BCT,CUS,OTH,N,,701,TRUE
7010GA00002,,Magilligan Ferry Port,,,,,E0701004,665851,938678,55.1909671,-6.9658616,FTD,,,,,701,TRUE
701000007,,Foyleside Coach Park,,,,,E0701001,643685,916491,54.9941011,-7.3173310,BCT,CUS,OTH,N,,701,TRUE
701000006,,Drumahow Park & Ride,,,,,E0701001,646039,914700,54.9777992,-7.2808357,BCT,CUS,OTH,N,,701,TRUE
7020IR2162,,Belfast,Béal Feirste,,,,E0702001,734593,873916,54.595573,-5.917156,RLY,,,,,702,TRUE
7020IR0037,,Lisburn,Lion a gCearrbhach,,,,E0702002,726577,864586,54.513863,-6.045132,RLY,,,,,702,TRUE
702000003323,,Sprucefield Shopping Centre,,,,,E0702002,725347,861587,54.4872340,-6.0653931,BCT,MKD,OTH,S,,702,FALSE
702000000241,,Jury's Inn,Ostán Jurys,Jury's Inn,Ostán Jurys,,E0702001,733452,873959,54.5962602,-5.9347830,BCT,MKD,OTH,S,,702,TRUE
702000006268,,Downpatrick,Dún Pádraig,Downpatrick,Dún Pádraig,,E0702002,748321,844302,54.3258546,-5.7197307,BCT,CUS,OTH,N,,702,TRUE
702000007262,,DNPTR,,,,,E0702002,748321,844302,54.3258546,-5.7197307,BCT,CUS,OTH,N,,702,TRUE
702000014719,014719,Glengall Street,Sráid Ghleann Gall,Glengall Street,Sráid Ghleann Gall,,E0702001,733300,873824,54.5950881,-5.9371949,BCT,MKD,OTH,N,,702,TRUE
702000000240,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,Glengall Street,E0702001,733340,873770,54.5945926,-5.9366008,BCT,CUS,OTH,E,,702,TRUE
702000015363,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,Glengall Street,E0702001,733343,873758,54.5944841,-5.9365599,BCT,CUS,OTH,E,,702,TRUE
702000015422,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,,E0702001,733360,873822,54.5950543,-5.9362679,BCT,CUS,OTH,W,,702,TRUE
7020GA00001,,Strangford,,,,,E0702001,758878,849744,54.3715339,-5.5546864,FTD,,,,,702,TRUE
7020GA00002,,Portaferry Ferry Port,,,,,E0702001,759131,850751,54.3804950,-5.5502580,FTD,,,,,702,TRUE
70200B156091,156091,Glengall Street,Sráid Ghleann Gall,Glengall Street,Sráid Ghleann Gall,,E0702001,733300,873824,54.5950881,-5.9371949,BCT,MKD,OTH,N,,702,TRUE
7020B158161,158161,Sprucefield,Sprucefield,Sprucefield,Sprucefield,,E0702002,725309,861587,54.4872434,-6.0659792,BCT,MKD,OTH,W,,702,FALSE
702000001,,Belfast International Airport,,,,,E0702001,714974,880823,54.6624429,-6.2178774,BCT,CUS,OTH,N,,702,TRUE
70200000000,,test,,,,,E0702001,736877,878675,54.6376917,-5.8796145,BCT,MKD,OTH,N,,702,FALSE
703000007629,,Clough,An Chloch,Clough,An Chloch,,E0703001,740769,840260,54.2916988,-5.8376444,BCT,MKD,OTH,N,,703,TRUE
703000007708,,Clough,An Chloch,Clough,An Chloch,,E0703001,740768,840283,54.2919056,-5.8376489,BCT,CUS,OTH,N,,703,TRUE
703000004183,,Banbridge,Droichead na Banna,Banbridge,Droichead na Banna,Newry Street,E0703001,712376,845574,54.3464551,-6.2715428,BCT,MKD,OTH,SW,,703,TRUE
703000004149,,Banbridge,Droichead na Banna,Banbridge,Droichead na Banna,Newry Street,E0703001,712400,845557,54.3462971,-6.2711803,BCT,MKD,OTH,NE,,703,FALSE
7030B108061,108061,Banbridge,Droichead na Banna,Banbridge,Droichead na Banna,Newry Street,E0703001,712400,845557,54.3462971,-6.2711803,BCT,MKD,OTH,NE,,703,FALSE
7040IR0090,,Lurgan,An Lorgain,,,,E0704003,707705,858884,54.467011,-6.338528,RLY,,,,,704,TRUE
7040IR0042,,Newry,An tIúr,,,,E0704001,706876,827874,54.188659,-6.362413,RLY,,,,,704,TRUE
7040IR0045,,Portadown,Port an Dúnáin,,,,E0704002,700886,854051,54.424993,-6.445312,RLY,,,,,704,TRUE
704000004126,,Hilltown,Baile Hill,Hilltown,Baile Hill,,E0704001,720999,828919,54.1949080,-6.1457153,BCT,MKD,OTH,N,,704,TRUE
704000004127,,Hilltown,Baile Hill,Hilltown,Baile Hill,,E0704001,721017,828906,54.1947870,-6.1454448,BCT,CUS,OTH,N,,704,TRUE
704000004096,,Rathfriland,Ráth Fraoileann,Rathfriland,Ráth Fraoileann,,E0704001,720044,833531,54.2365525,-6.1584997,BCT,CUS,OTH,N,,704,TRUE
7040B158011,158011,Lonsdale Road Bus Station,Lonsdale Road,,,,E0704004,687479,845693,54.3524001,-6.6543155,BCT,MKD,OTH,N,,704,TRUE
704000000235,,Lonsdale Road Bus Station,,,,,E0704004,687480,845687,54.3523460,-6.6543019,BCT,CUS,OTH,N,,704,TRUE
7040B558051,,Portadown,Port an Dúnáin,Portadown,Port an Dúnáin ,,E0704002,700877,853695,54.4218013,-6.4455787,BCT,MKD,OTH,N,,704,TRUE
7040B558021,,Portadown,Port an Dúnáin,Portadown,Port an Dúnáin,,E0704002,701018,853813,54.4228332,-6.4433667,BCT,MKD,OTH,N,,704,TRUE
7040B558041,,Lurgan,An Lorgain,Lurgan,An Lorgain,,E0704003,703726,858818,54.4672421,-6.3999037,BCT,MKD,OTH,N,,704,TRUE
704000007336,,Castlewellan,Caisleán Uidhilín,Castlewellan,Caisleán Uidhilín,,E0704001,733932,836207,54.2571405,-5.9444037,BCT,MKD,OTH,N,,704,TRUE
704000007346,,Castlewellan,Caisleán Uidhilín,Castlewellan,Caisleán Uidhilín,,E0704001,733933,836190,54.2569876,-5.9443960,BCT,MKD,OTH,N,,704,TRUE
704000007623,,Dundrum,Dún Droma,Dundrum,Dún Droma,,E0704001,740446,836456,54.2576309,-5.8443863,BCT,CUS,OTH,N,,704,TRUE
704000007714,,Dundrum,Dún Droma,Dundrum,Dún Droma,,E0704001,740460,836451,54.2575822,-5.8441739,BCT,CUS,OTH,N,,704,TRUE
7040B139781,139781,Meigh Cross,Crosaire na Maí,Meigh Cross,Crosaire na Maí,,E0704001,707399,819784,54.1158843,-6.3572846,BCT,MKD,OTH,N,,704,TRUE
7040B139771,139771,Killeen Bridge,Dr an Cillín,Killeen Bridge,Dr an Cillín,,E0704001,708066,821485,54.1310231,-6.3464789,BCT,CUS,OTH,N,,704,TRUE
704000000229,,Killeen Bridge,Dr an Cillín,Killeen Bridge,Dr an Cillín,,E0704001,708092,821484,54.1310086,-6.3460816,BCT,CUS,OTH,N,,704,TRUE
7040B139491,139491,Buttercrane SC,IS Chraein an Ime,Buttercrane SC,IS Chraein an Ime,,E0704001,708315,826150,54.1728715,-6.3409957,BCT,MKD,OTH,N,,704,TRUE
7040B139501,139501,Newry,An tIúr,Newry,An tIúr,,E0704001,708343,826150,54.1728656,-6.3405671,BCT,MKD,OTH,N,,704,TRUE
7040B139481,139481,Newry,An tIúr,Newry,An tIúr,,E0704001,708451,825639,54.1682530,-6.3390976,BCT,MKD,OTH,N,,704,TRUE
7040B107131,107131,Cullaville,Baile Mhic Cullach,Cullaville,Baile Mhic Cullach,,E0704001,688801,813396,54.0620448,-6.6435252,BCT,MKD,OTH,N,,704,TRUE
704000000234,,Culloville,,,,,E0704001,688789,813377,54.0618762,-6.6437140,BCT,CUS,OTH,N,,704,TRUE
704000004120,,Mayobridge,Droichead Mhaigh Eo,Mayobridge,Droichead Mhaigh Eo,,E0704001,715453,827177,54.1805403,-6.2313289,BCT,CUS,OTH,N,,704,TRUE
704000004133,,Mayobridge,Droichead Mhaigh Eo,Mayobridge,Droichead Mhaigh Eo,,E0704001,715469,827171,54.1804828,-6.2310862,BCT,CUS,OTH,N,,704,TRUE
704000006235,,Newcastle,An Caisleán Nua,Newcastle,An Caisleán Nua,,E0704001,737730,831631,54.2150428,-5.8882548,BCT,CUS,OTH,N,,704,TRUE
704000007728,,Newcastle,An Caisleán Nua,Newcastle,An Caisleán Nua,,E0704001,737730,831631,54.2150428,-5.8882548,BCT,CUS,OTH,N,,704,TRUE
704000015104,,Kilcoo,Cill Chua,Kilcoo,Cill Chua,,E0704001,728394,833176,54.2313402,-6.0306418,BCT,CUS,OTH,N,,704,TRUE
704000015105,,Kilcoo,Cill Chua,Kilcoo,Cill Chua,,E0704001,728389,833186,54.2314312,-6.0307141,BCT,CUS,OTH,N,,704,TRUE
7040B156051,156051,Newry,An tIúr,Newry,An tIúr,The Mall,E0704001,708376,826457,54.1756161,-6.3399514,BCT,MKD,OTH,SW,,704,TRUE
704000015471,,Newry Bus Station,,,,,E0704001,708416,826486,54.1758681,-6.3393286,BCT,CUS,OTH,N,,704,TRUE
7040B150611,150611,Monaghan Street,Sráid Mhuineacháin,Monaghan Street,Sráid Mhuineacháin,Monaghan Street,E0704001,708160,826584,54.1768023,-6.3432129,BCT,MKD,OTH,W,,704,TRUE
7040B156061,156061,Newry Bus Station,Stáisiún Bus An tIúr,Newry Bus Station,Stáisiún Bus An tIúr,Merchants Quay  ,E0704001,708365,826388,54.1749986,-6.340145,BCT,MKD,OTH,N,,704,TRUE
7040GA00004,,Greencastle Ferry,,,,,E0704001,724513,811554,54.0381158,-6.0990481,FTD,,,,,704,TRUE
7040B139761,139761,Killeen Bridge,Dr an Cillín,Killeen Bridge,Dr an Cillín,,E0704001,708092,821484,54.1310086,-6.3460816,BCT,CUS,OTH,N,,704,TRUE
7050B1520901,,Topaz Belleek,Béal Leice Topaz,Topaz Belleek,Béal Leice Topaz,N3,E0705003,593617,858769,54.4773535,-8.0984855,BCT,CUS,OTH,NW,853G000111,705,TRUE
7050B108081,108081,Enniskillen,Inis Ceithleann,Enniskillen,Inis Ceithleann,Friths Pass,E0705002,623403,843949,54.3436944,-7.6400789,BCT,MKD,OTH,NE,,705,TRUE
7050B1409001,140901,Bellanaleck,Bealach na Leice,Bellanaleck,Bealach na Leice,,E0705002,623565,838531,54.2950047,-7.6380151,BCT,CUS,OTH,N,,705,TRUE
7050B631071,631071,Loughview Drive,Loughview Drive,Loughview Drive,Loughview Drive,Pearse Road,E0705002,608455,838742,54.2973739,-7.8701145,BCT,MKD,OTH,S,851G000022,705,TRUE
7050B8004282,,Enniskillen,Inis Ceithleann,Enniskillen,Inis Ceithleann,Broadmeadow,E0705002,623417,843950,54.3437028,-7.6398635,BCT,MKD,OTH,NE,,705,TRUE
7050B1415501,141551,Bellanaleck,Bealach na Leice,Bellanaleck,Bealach na Leice,,E0705002,623577,838537,54.2950581,-7.6378303,BCT,CUS,OTH,N,,705,TRUE
7050B141561,141561,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,628202,827247,54.1933796,-7.5678486,BCT,MKD,OTH,N,,705,TRUE
7050B140871,140871,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,628196,827240,54.1933171,-7.5679412,BCT,MKD,OTH,N,,705,TRUE
7050B630101,630101,Letterbreen,Leitir Bhruín,Letterbreen,Leitir Bhruín,,E0705002,617430,840116,54.3094926,-7.7321618,BCT,MKD,OTH,N,,705,TRUE
7050B630091,630091,Letterbreen,Leitir Bhruín,Letterbreen,Leitir Bhruín,,E0705002,617396,840093,54.3092871,-7.7326856,BCT,MKD,OTH,N,,705,TRUE
705000000227,,Lisnarick,,Lisnarick,,,E0705002,619373,858495,54.4745621,-7.7011073,BCT,MKD,OTH,N,,705,TRUE
705000000228,,Lisnarick,,,,,E0705002,619366,858500,54.4746073,-7.7012150,BCT,CUS,OTH,N,,705,TRUE
705000000232,,Shore Road Car Park,,,,,E0705002,623536,843926,54.3434817,-7.6380353,BCT,CUS,OTH,N,,705,TRUE
705000000233,,Shore Road Car Park,,,,,E0705002,623536,843934,54.3435535,-7.6380347,BCT,CUS,OTH,N,,705,TRUE
705000000220,,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,627672,827980,54.1999948,-7.5759023,BCT,CUS,OTH,N,,705,TRUE
705000000219,,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,627663,827973,54.1999324,-7.5760409,BCT,CUS,OTH,N,,705,TRUE
7050B5596101,559611,Sligo Retail Park,PM na Shligigh,Sligo Retail Park,PM na Shligigh,,E0705002,608449,838723,54.2972033,-7.8702072,BCT,MKD,OTH,N,,705,TRUE
7050B141541,141541,Belleek,Béal Leice,Belleek,Béal Leice,,E0705003,593875,858637,54.4761706,-8.0945020,BCT,MKD,OTH,N,,705,TRUE
7050B600271,600271,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,E0705002,619509,858715,54.4765336,-7.6989946,BCT,MKD,OTH,N,,705,TRUE
7050B600281,600281,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,E0705002,619509,858702,54.4764168,-7.6989955,BCT,MKD,OTH,N,,705,TRUE
7050B6310001,631001,Belcoo,Béal Cú,Belcoo,Béal Cú,N16,E0705002,608346,838613,54.2962166,-7.8717925,BCT,MKD,OTH,NE,,705,TRUE
7050B600291,600291,Kesh,An Cheis,Kesh,An Cheis,,E0705002,617953,863835,54.5225947,-7.7226906,BCT,MKD,OTH,N,,705,TRUE
7050B600311,600311,Kesh,An Cheis,Kesh,An Cheis,,E0705002,617967,863828,54.5225313,-7.7224748,BCT,MKD,OTH,N,,705,TRUE
7060000001,,Omagh,An Ómaigh,Omagh,An Ómaigh,,E0706002,643714,873816,54.6107018,-7.3233138,BCT,MKD,OTH,N,,706,TRUE
7060000002,,ASDA,,,,,E0706006,634073,898307,54.831483,-7.469682,BCT,MKD,OTH,N,,706,TRUE
7060B157111,157111,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640395,886161,54.7218905,-7.3729819,BCT,MKD,OTH,N,,706,TRUE
7060B1581401,158141,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633940,893219,54.7857794,-7.4723484,BCT,MKD,OTH,N,,706,TRUE
7060B152481,152481,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633987,893056,54.7843117,-7.4716368,BCT,MKD,OTH,N,,706,TRUE
7060B1581001,158101,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640393,886148,54.7217739,-7.3730147,BCT,MKD,OTH,N,,706,TRUE
7060B1581402,158142,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633940,893219,54.7857794,-7.4723484,BCT,MKD,OTH,N,,706,TRUE
7060B1581002,158102,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640393,886148,54.7217739,-7.3730147,BCT,MKD,OTH,N,,706,TRUE
706000009127,,Dungannon,Dún Geanainn,Dungannon,Dún Geanainn,,E0706001,679402,862088,54.5010016,-6.7741420,BCT,MKD,OTH,N,,706,TRUE
706000009239,,Dungannon,Dún Geanainn,Dungannon,Dún Geanainn,,E0706001,679402,862088,54.5010016,-6.7741420,BCT,CUS,OTH,N,,706,TRUE
706000015376,,Ballygawley,Baile Uí Dhálaigh,Ballygawley,Baile Uí Dhálaigh,,E0706001,662976,857582,54.4628248,-7.0286511,BCT,CUS,OTH,N,,706,TRUE
706000013460,,Canal Street,Sráid na Canálach,Canal Street,Sráid na Canálach,,E0706006,634455,897894,54.8277461,-7.4637864,BCT,MKD,OTH,N,,706,TRUE
706000006,,Toome,Tuaim,Toome,Tuaim,,E0706001,699056,891331,54.7601994,-6.4609326,BCT,CUS,OTH,N,,706,TRUE
706000011467,,Ulsterbus Depot,Busáras Ulsterbus,Ulsterbus Depot,Busáras Ulsterbus,,E0706002,645199,872822,54.6016407,-7.3004812,BCT,MKD,OTH,N,,706,TRUE
706000013332,,Bradley Way,Bealach Bradley,Bradley Way,Bealach Bradley,,E0706006,634051,897753,54.8265069,-7.4700900,BCT,MKD,OTH,N,,706,TRUE
7060B156031,156031,Ballygawley,Baile Uí Dhálaigh,Ballygawley,Baile Uí Dhálaigh,,E0706001,662976,857582,54.4628248,-7.0286511,BCT,CUS,OTH,N,,706,TRUE
7060B158181,158181,Canal Street,Sráid na Canálach,Canal Street,Sráid na Canálach,,E0706006,634455,897894,54.8277461,-7.4637864,BCT,MKD,OTH,N,,706,TRUE
7060B158031,158031,Ulsterbus Depot,Busáras Ulsterbus,Ulsterbus Depot,Busáras Ulsterbus,,E0706002,645199,872822,54.6016407,-7.3004812,BCT,MKD,OTH,N,,706,TRUE
7060B158121,158121,Bradley Way,Bealach Bradley,Bradley Way,Bealach Bradley,,E0706006,634051,897753,54.8265069,-7.4700900,BCT,MKD,OTH,N,,706,TRUE
706000002,,Beltony Road,,,,,E0706002,643602,874079,54.6130744,-7.3250083,BCT,MKD,OTH,N,,706,TRUE
706000003,,Beltony Road,,,,,E0706002,643593,874074,54.6130303,-7.3251484,BCT,MKD,OTH,N,,706,TRUE
8210B5981201,598121,Carlow IT,IT Cheatharlach,Carlow IT,IT Cheatharlach,,E0821025,671692,675986,52.8300544,-6.9361212,BCT,MKD,OTH,NE,821G000002,821,TRUE
8210B136211,136211,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,,E0821012,687800,681871,52.8805507,-6.6955619,BCT,CUS,OTH,NE,821G000007,821,TRUE
821000011,,Barrack Street,,,,,E0821025,672404,676590,52.835387,-6.925423,BCT,CUS,OTH,SW,821G000009,821,TRUE
8210B3355702,335572,Carlow Coach Park,Clós Cóistí Cheatharlach,Carlow Coach Park,Clós Cóistí Cheath,,E0821025,672303,676404,52.8337290,-6.9269633,BCT,MKD,OTH,SW,821G000010,821,TRUE
8210B3355701,335571,Hanover Bus Park,Páirc Bus Hanover,Hanover Bus Park,Páirc Bus Hanover,,E0821025,672304,676405,52.833738,-6.926948,BCT,MKD,OTH,SW,821G000010,821,TRUE
8210PB000017,,Carlow Coach Park,Clós Cóistí Cheatharlach,Carlow Coach Park,Clós Cóistí Cheath,,E0821025,672310,676393,52.8336292,-6.9268619,BCT,CUS,OTH,NW,821G000010,821,TRUE
8210B1360701,136071,Leighlinbridge Cross,Crois Leithghlinn Droichid,Leighlinbridge Cross,Leithghlinn Droichid,,E0821123,668405,665420,52.7355314,-6.9870976,BCT,CUS,OTH,N,821G000015,821,TRUE
8210PB000012,,Borris,An Bhuiríos,Borris,An Bhuiríos,,E0821024,672892,650424,52.6001859,-6.9239846,BCT,CUS,OTH,SE,821G000016,821,TRUE
8210B3390801,,Seskin Road,Bóthar an tSeiscinn,Seskin Road,Bóthar an tSeiscinn,R448,E0821006,668495,665793,52.7388720,-6.9856873,BCT,CUS,OTH,S,821G000018,821,TRUE
8210B3394301,339431,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Darach Ríoga,,E0821029,668623,661891,52.7037906,-6.9846069,BCT,CUS,OTH,S,821G000019,821,TRUE
8210PB000008,,Carlow Royal Oak,An Dair Ríoga Cheatharlach,Carlow Royal Oak,An Dair Ríoga,,E0821029,668596,661749,52.7025179,-6.9850360,BCT,CUS,OTH,SE,821G000019,821,TRUE
8210B3511401,351141,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,N81,E0821012,687821,681879,52.8806192,-6.6952479,BCT,CUS,OTH,SW,821G000020,821,TRUE
8210B3511402,351142,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,N81,E0821012,687821,681879,52.8806192,-6.6952479,BCT,MKD,OTH,NE,821G000020,821,TRUE
8210B1340202,134022,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,Main Street,E0821003,697058,680355,52.8653398,-6.5585135,BCT,CUS,OTH,NW,821G000021,821,TRUE
8210B1340201,134021,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,Main Street,E0821003,697066,680342,52.8652215,-6.5583986,BCT,CUS,OTH,NW,821G000021,821,TRUE
8210B3555602,355562,The Square Tullow,Cearnóg An Tulach,The Square Tullow,Cearnóg An Tulach,Bridge Street,E0821014,685219,673187,52.8029355,-6.7361651,BCT,CUS,OTH,SW,821G000023,821,TRUE
8210B3555604,355564,Tullow,An Tulaigh,Tullow,An Tulaigh,Bridge Street,E0821014,685225,673208,52.8031233,-6.7360707,BCT,MKD,OTH,NE,821G000023,821,TRUE
8210B3511801,351181,Kildavin,Cill Damháin,Kildavin,Cill Damháin,N80,E0821017,688522,660126,52.6850444,-6.6907166,BCT,CUS,OTH,SE,821G000024,821,TRUE
821000007,,Leighlinbridge,Leithghl an Droichid,Leighlinbridge,Leithghl an Droichid,,E0821006,669165,665560,52.7366929,-6.9758164,BCT,CUS,OTH,S,821G000028,821,TRUE
821000008,,Leighlinbridge,Leithghlinn an Droichid,Leighlinbridge,Leithghl an Droichid,,E0821006,669153,665561,52.7367034,-6.9759938,BCT,CUS,OTH,N,821G000028,821,TRUE
821000009,,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Drch Ríoga,,E0821009,669715,661478,52.6999397,-6.9685393,BCT,CUS,OTH,W,821G000029,821,TRUE
821000010,,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Drch Ríoga,,E0821009,669711,661497,52.7001110,-6.9685944,BCT,CUS,OTH,E,821G000029,821,TRUE
821000012,,Bagenalstown,Muine Bheag,Bagenalstown,Muine Bheag,,E0821009,670360,661659,52.7014829,-6.9589592,BCT,CUS,OTH,S,821G000030,821,TRUE
821000013,,Bagenalstown,Muine Bheag,Bagenalstown,Muine Bheag,,E0821009,670339,661659,52.7014856,-6.9592699,BCT,CUS,OTH,N,821G000030,821,TRUE
821000016,,Dublin Road,Bóthar BÁC,Dublin Road,Bóthar BÁC,,E0821014,685783,673899,52.8092439,-6.7276162,BCT,CUS,OTH,SW,821G000031,821,TRUE
821000018,,St Patrick's Park,Páirc Phádraig,St Patrick's Park,Páirc Phádraig,,E0821014,684671,673338,52.804379,-6.744251,BCT,CUS,OTH,W,821G000032,821,TRUE
821000022,,Kernanstown,Baile Mhic Thiarnáin,Kernanstown,Baile Mhic Thiarnáin,,E0821022,675633,675120,52.8217341,-6.8778508,BCT,CUS,OTH,W,821G000034,821,TRUE
8210B351711,351711,Ballon,Balana,Ballon,Balana,,E0821007,683030,666166,52.7401880,-6.7703998,BCT,MKD,OTH,N,821G010006,821,TRUE
8210B351721,351721,Ballon,Balana,Ballon,Balana,,E0821007,683042,666155,52.7400873,-6.7702249,BCT,MKD,OTH,S,821G010006,821,TRUE
8210000199,,Carlow College,Coláiste Cheatharlach,Carlow College,Coláiste Cheatharlach,,E0821025,672279,676946,52.8386027,-6.9271994,BCT,CUS,OTH,N,,821,TRUE
8210B154001,154001,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,,E0821014,685463,673383,52.8046581,-6.7324963,BCT,CUS,OTH,N,,821,TRUE
8210B153991,153991,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,,E0821014,685462,673401,52.8048200,-6.7325064,BCT,MKD,OTH,NE,,821,TRUE
821000001,,Iona Drive,Céide Í,Iona Drive,Céide Í,,E0821025,672822,677083,52.839761,-6.919111,BCT,MKD,OTH,N,,821,TRUE
821000002,,Iona Drive,Céide Í,Iona Drive,Céide Í,,E0821025,672829,677070,52.839643,-6.91901,BCT,MKD,OTH,S,,821,TRUE
8210B136231,136231,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,,E0821003,697062,680359,52.8653750,-6.5584529,BCT,CUS,OTH,SE,,821,TRUE
8210B136061,136061,IT Carlow,IT Cheatharlach,IT Carlow,IT Cheatharlach,,E0821025,671702,675978,52.8299812,-6.9359746,BCT,MKD,OTH,S,,821,TRUE
8210LL10438,10438,Rathtoe,Ráth Tó,Rathtoe,Ráth Tó,,E0821016,680904,671447,52.7879644,-6.8005730,BCT,MKD,OTH,SW,821G000001,821,TRUE
8210TR000006,,Tullys Travel,,,,Tullow Street,E0821025,672060,676692,52.8363496,-6.9305054,TXR,,,,821G000003,821,TRUE
8210TR000008,,Heatons,,,,X,E0821025,672541,676488,52.8344519,-6.9234132,TXR,,,,821G000004,821,TRUE
8210TR000007,,Shaws Department Store,,,,Tullow Street,E0821025,672011,676703,52.8364549,-6.9312301,TXR,,,,821G000005,821,TRUE
8210LL10002,10002,Kildavin,Cill Damháin,Kildavin,Cill Damháin,,E0821017,688901,659948,52.6833829,-6.6851607,BCT,CUS,OTH,N,821G000006,821,TRUE
8210LL10003,10003,Kildavin,Cill Damháin,Kildavin,Cill Damháin,,E0821017,688913,659949,52.6833899,-6.6849830,BCT,MKD,OTH,S,821G000006,821,TRUE
8210TR000001,,Fdc Accountants,,,,The Square,E0821014,685195,673166,52.8027506,-6.7365265,TXR,,,,821G000008,821,TRUE
8210TR000005,,Brooks Restaurant,,,,Tullow Street,E0821025,672103,676683,52.8362629,-6.9298693,TXR,,,,821G000011,821,TRUE
8210TR000004,,Bruce Betting,,,,Potato Market,E0821025,672142,676650,52.8359612,-6.9292979,TXR,,,,821G000012,821,TRUE
8210TR000003,,Ulster Bank,,,,Kennedy Avenue,E0821025,672227,676504,52.8346378,-6.9280689,TXR,,,,821G000013,821,TRUE
8210TR000002,,Carlow Train Station,,,,St Josephs Road,E0821025,672559,677188,52.8407397,-6.9229905,TXR,,,,821G000014,821,TRUE
8210B3394302,339432,Royal Oak,An Dair Ríoga,Royal Oak,An Dair Ríoga,,E0821029,668566,661802,52.7029980,-6.9854687,BCT,MKD,OTH,N,821G000019,821,TRUE
8210B3555601,355561,Tullow,An Tulach,Tullow,An Tulach,Bridge Street,E0821014,685219,673187,52.8029355,-6.7361651,BCT,CUS,OTH,SW,821G000023,821,TRUE
